crse_id,crse_attr,crse_attr_lov_descr,crse_attr_value,crse_attr_value_lov_descr
021935,REG,Registration Considerations,C,Crosslisted in another department
021935,TRIN,A&S Curriculum,NW,(NW) Investigating Natural World: A&S Curriculum
021935,USE,Curriculum-Areas of Knowledge,NS,(NS) Natural Sciences
022007,REG,Registration Considerations,C,Crosslisted in another department
022234,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
022234,REG,Registration Considerations,C,Crosslisted in another department
022234,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
022390,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
022391,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
022396,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
022397,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
022574,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
022574,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
022574,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
022574,REG,Registration Considerations,C,Crosslisted in another department
022574,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
022574,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
022574,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
024501,REG,Registration Considerations,C,Crosslisted in another department
026761,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
027048,USE,Curriculum-Areas of Knowledge,NS,(NS) Natural Sciences
027049,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
027049,TRIN,A&S Curriculum,NW,(NW) Investigating Natural World: A&S Curriculum
027049,USE,Curriculum-Areas of Knowledge,NS,(NS) Natural Sciences
027122,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
027122,REG,Registration Considerations,C,Crosslisted in another department
027122,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
027124,REG,Registration Considerations,C,Crosslisted in another department
027932,REG,Registration Considerations,X,"Taught at Marine Lab - Beaufort, NC"
027933,REG,Registration Considerations,X,"Taught at Marine Lab - Beaufort, NC"
028785,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
028785,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
028843,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
028843,REG,Registration Considerations,C,Crosslisted in another department
028843,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
028847,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
028847,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
028998,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
029104,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
029104,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
029104,REG,Registration Considerations,G,Course has discussion
029104,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
029104,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
029105,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
029105,REG,Registration Considerations,C,Crosslisted in another department
029105,REG,Registration Considerations,G,Course has discussion
029105,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
029105,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
029105,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
029157,REG,Registration Considerations,C,Crosslisted in another department
029415,REG,Registration Considerations,C,Crosslisted in another department
030032,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
030032,REG,Registration Considerations,C,Crosslisted in another department
030032,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
030240,CN,Constellation Course,C000,Constellation Course
030240,CN,Constellation Course,C004,The Cosmos
030240,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
003090,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
003090,REG,Registration Considerations,C,Crosslisted in another department
003090,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
003090,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
003094,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
003094,REG,Registration Considerations,C,Crosslisted in another department
003094,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
003094,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
003813,REG,Registration Considerations,G,Course has discussion
003824,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
003824,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
003824,TRIN,A&S Curriculum,WR,(WR) Writing: A&S Curriculum
003824,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
003842,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
003842,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
003842,TRIN,A&S Curriculum,WR,(WR) Writing: A&S Curriculum
003842,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
003844,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
003844,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
003844,TRIN,A&S Curriculum,WR,(WR) Writing: A&S Curriculum
003844,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
003845,REG,Registration Considerations,C,Crosslisted in another department
003845,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
003845,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
003853,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
003853,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
003853,TRIN,A&S Curriculum,WR,(WR) Writing: A&S Curriculum
003853,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
003854,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
003854,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
003854,TRIN,A&S Curriculum,WR,(WR) Writing: A&S Curriculum
003854,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
003861,REG,Registration Considerations,C,Crosslisted in another department
003861,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
003861,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
003883,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
003883,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
003884,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
003884,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
003885,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
003885,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
003903,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
003903,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
003903,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
003904,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
003904,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
003906,REG,Registration Considerations,C,Crosslisted in another department
003911,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
003911,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
003911,REG,Registration Considerations,C,Crosslisted in another department
003911,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
003911,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
003913,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
003913,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
003913,REG,Registration Considerations,C,Crosslisted in another department
003913,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
003913,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
003914,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
003914,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
003914,REG,Registration Considerations,C,Crosslisted in another department
003914,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
003914,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
003918,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
003918,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
003919,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
003919,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
003919,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
003920,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
003920,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
003921,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
003921,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
003924,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
003924,REG,Registration Considerations,C,Crosslisted in another department
003924,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
003924,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
003931,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
003931,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
003931,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
003931,REG,Registration Considerations,C,Crosslisted in another department
003931,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
003931,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
003931,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
003982,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
003989,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
003993,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
004012,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
004012,REG,Registration Considerations,C,Crosslisted in another department
004012,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
004012,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
004016,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
004016,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
006449,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
006449,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
006449,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
006449,REG,Registration Considerations,C,Crosslisted in another department
006449,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
006449,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
013134,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
013134,REG,Registration Considerations,C,Crosslisted in another department
013134,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
013134,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
013856,REG,Registration Considerations,C,Crosslisted in another department
013856,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
013856,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
014200,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
014200,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
014200,REG,Registration Considerations,C,Crosslisted in another department
014200,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
014200,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
015298,REG,Registration Considerations,C,Crosslisted in another department
015319,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
015319,REG,Registration Considerations,C,Crosslisted in another department
015319,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
015319,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
015319,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
015747,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
015747,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
015747,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
015766,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
015766,REG,Registration Considerations,C,Crosslisted in another department
015766,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
015766,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
015784,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
015784,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
015785,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
015785,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
015785,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
015785,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
016034,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
016034,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
016066,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
016066,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
016066,REG,Registration Considerations,C,Crosslisted in another department
016066,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
016066,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
018295,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
018295,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
019370,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
019370,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
019370,REG,Registration Considerations,C,Crosslisted in another department
019370,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
019370,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
019383,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
019383,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
019383,REG,Registration Considerations,C,Crosslisted in another department
019383,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
019383,TRIN,A&S Curriculum,WR,(WR) Writing: A&S Curriculum
019383,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
019726,REG,Registration Considerations,C,Crosslisted in another department
019726,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
019726,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
020269,REG,Registration Considerations,C,Crosslisted in another department
020269,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
020269,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
020445,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
020445,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
020445,REG,Registration Considerations,C,Crosslisted in another department
020445,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
020445,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
020445,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
020504,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
020504,REG,Registration Considerations,C,Crosslisted in another department
020504,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
020504,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
020714,REG,Registration Considerations,C,Crosslisted in another department
021084,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
021084,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
021084,INTR,Interest Area,SL,Service Learning Course
021084,REG,Registration Considerations,C,Crosslisted in another department
021084,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
021084,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
021309,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
021309,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
021370,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
